ID,exam_num,ResponseNumber,grade_reveal_time,RecordedDate,time_since_grade_reveal_mins,Response.ID,Transcription,text,Notes,classification,text_phrase,label_api,confidence,exam_resp,word_count
10001,1,1,9/10/2024 15:35,9/10/2024 19:51,255.7,66e0db801e76c3b6c672900e,"I'm feeling very excited about the grade that I received on the exam. I think I put a lot of studying into it and if maybe I received a little bit of a better grade, I'd be extremely happy. I am happy with my grade, but I wish I got maybe just a few more um, numbers higher, but that's just being a little nitpicky.","I'm feeling very excited about the grade that I received on the exam. I think I put a lot of studying into it and if maybe I received a little bit of a better grade, I'd be extremely happy. I am happy with my grade, but I wish I got maybe just a few more um, numbers higher, but that's just being a little nitpicky.",,"{""I'm feeling very excited about the grade that I received on the exam."": {'label': '-1', 'confidence': 0.95}, ""I think I put a lot of studying into it and if maybe I received a little bit of a better grade, I'd be extremely happy."": {'label': '0', 'confidence': 0.7}, ""I am happy with my grade, but I wish I got maybe just a few more um, numbers higher, but that's just being a little nitpicky."": {'label': '1', 'confidence': 0.85}}",I'm feeling very excited about the grade that I received on the exam.,-1,0.95,1,13
10001,1,1,9/10/2024 15:35,9/10/2024 19:51,255.7,66e0db801e76c3b6c672900e,"I'm feeling very excited about the grade that I received on the exam. I think I put a lot of studying into it and if maybe I received a little bit of a better grade, I'd be extremely happy. I am happy with my grade, but I wish I got maybe just a few more um, numbers higher, but that's just being a little nitpicky.","I'm feeling very excited about the grade that I received on the exam. I think I put a lot of studying into it and if maybe I received a little bit of a better grade, I'd be extremely happy. I am happy with my grade, but I wish I got maybe just a few more um, numbers higher, but that's just being a little nitpicky.",,"{""I'm feeling very excited about the grade that I received on the exam."": {'label': '-1', 'confidence': 0.95}, ""I think I put a lot of studying into it and if maybe I received a little bit of a better grade, I'd be extremely happy."": {'label': '0', 'confidence': 0.7}, ""I am happy with my grade, but I wish I got maybe just a few more um, numbers higher, but that's just being a little nitpicky."": {'label': '1', 'confidence': 0.85}}","I think I put a lot of studying into it and if maybe I received a little bit of a better grade, I'd be extremely happy.",0,0.7,1,26
10001,1,1,9/10/2024 15:35,9/10/2024 19:51,255.7,66e0db801e76c3b6c672900e,"I'm feeling very excited about the grade that I received on the exam. I think I put a lot of studying into it and if maybe I received a little bit of a better grade, I'd be extremely happy. I am happy with my grade, but I wish I got maybe just a few more um, numbers higher, but that's just being a little nitpicky.","I'm feeling very excited about the grade that I received on the exam. I think I put a lot of studying into it and if maybe I received a little bit of a better grade, I'd be extremely happy. I am happy with my grade, but I wish I got maybe just a few more um, numbers higher, but that's just being a little nitpicky.",,"{""I'm feeling very excited about the grade that I received on the exam."": {'label': '-1', 'confidence': 0.95}, ""I think I put a lot of studying into it and if maybe I received a little bit of a better grade, I'd be extremely happy."": {'label': '0', 'confidence': 0.7}, ""I am happy with my grade, but I wish I got maybe just a few more um, numbers higher, but that's just being a little nitpicky."": {'label': '1', 'confidence': 0.85}}","I am happy with my grade, but I wish I got maybe just a few more um, numbers higher, but that's just being a little nitpicky.",1,0.85,1,26
10001,2,1,9/25/2024 15:29,9/25/2024 20:07,277.5,66f4a5d25d81680280e88790,"So I just got my grade back for chemistry and I did way worse than I thought I was going to do. So I was gonna get like around maybe an 80 maybe seventies wasn't feeling too great leaving the exam, but I actually ended up getting probably the worst grade I've ever gotten out, I think ever and not feeling too good about it. Kind of questioning a little bit if it's, you know, worth it because the average was, I received the average on the test and considering the fact that a good amount of people are doing really bad in the class just makes me question kind of why the professors are really setting it up like this. I think it's really messed up and I hope to do better in the class. But, you know, it's a lot of effort for not a lot of pay off. So it's, it's a lot to be taking this class.","So I just got my grade back for chemistry and I did way worse than I thought I was going to do. I thought I was gonna get like around maybe an 80 maybe seventies wasn't feeling too great leaving the exam, but I actually ended up getting probably the worst grade I've ever gotten uh, I think ever and not feeling too good about it. Kind of questioning a little bit if it's, you know, worth it because the average was, I received the average on the test and considering the fact that a good amount of people are doing really bad in the class just makes me question kind of why the professors are really setting it up like this. I think it's really messed up and I hope to do better in the class. But, you know, it's a lot of effort for not a lot of pay off. So it's, it's a lot to be taking this class.",,"{'So I just got my grade back for chemistry and I did way worse than I thought I was going to do.': {'label': '-1', 'confidence': 0.85}, ""I thought I was gonna get like around maybe an 80 maybe seventies wasn't feeling too great leaving the exam, but I actually ended up getting probably the worst grade I've ever gotten uh, I think ever and not feeling too good about it."": {'label': '-1', 'confidence': 0.92}, ""Kind of questioning a little bit if it's, you know, worth it because the average was, I received the average on the test and considering the fact that a good amount of people are doing really bad in the class just makes me question kind of why the professors are really setting it up like this."": {'label': '0', 'confidence': 0.75}, ""I think it's really messed up and I hope to do better in the class."": {'label': '1', 'confidence': 0.8}, ""But, you know, it's a lot of effort for not a lot of pay off."": {'label': '-1', 'confidence': 0.7}, ""So it's, it's a lot to be taking this class."": {'label': '-1', 'confidence': 0.65}}",So I just got my grade back for chemistry and I did way worse than I thought I was going to do.,-1,0.85,2,22
10001,2,1,9/25/2024 15:29,9/25/2024 20:07,277.5,66f4a5d25d81680280e88790,"So I just got my grade back for chemistry and I did way worse than I thought I was going to do. So I was gonna get like around maybe an 80 maybe seventies wasn't feeling too great leaving the exam, but I actually ended up getting probably the worst grade I've ever gotten out, I think ever and not feeling too good about it. Kind of questioning a little bit if it's, you know, worth it because the average was, I received the average on the test and considering the fact that a good amount of people are doing really bad in the class just makes me question kind of why the professors are really setting it up like this. I think it's really messed up and I hope to do better in the class. But, you know, it's a lot of effort for not a lot of pay off. So it's, it's a lot to be taking this class.","So I just got my grade back for chemistry and I did way worse than I thought I was going to do. I thought I was gonna get like around maybe an 80 maybe seventies wasn't feeling too great leaving the exam, but I actually ended up getting probably the worst grade I've ever gotten uh, I think ever and not feeling too good about it. Kind of questioning a little bit if it's, you know, worth it because the average was, I received the average on the test and considering the fact that a good amount of people are doing really bad in the class just makes me question kind of why the professors are really setting it up like this. I think it's really messed up and I hope to do better in the class. But, you know, it's a lot of effort for not a lot of pay off. So it's, it's a lot to be taking this class.",,"{'So I just got my grade back for chemistry and I did way worse than I thought I was going to do.': {'label': '-1', 'confidence': 0.85}, ""I thought I was gonna get like around maybe an 80 maybe seventies wasn't feeling too great leaving the exam, but I actually ended up getting probably the worst grade I've ever gotten uh, I think ever and not feeling too good about it."": {'label': '-1', 'confidence': 0.92}, ""Kind of questioning a little bit if it's, you know, worth it because the average was, I received the average on the test and considering the fact that a good amount of people are doing really bad in the class just makes me question kind of why the professors are really setting it up like this."": {'label': '0', 'confidence': 0.75}, ""I think it's really messed up and I hope to do better in the class."": {'label': '1', 'confidence': 0.8}, ""But, you know, it's a lot of effort for not a lot of pay off."": {'label': '-1', 'confidence': 0.7}, ""So it's, it's a lot to be taking this class."": {'label': '-1', 'confidence': 0.65}}","I thought I was gonna get like around maybe an 80 maybe seventies wasn't feeling too great leaving the exam, but I actually ended up getting probably the worst grade I've ever gotten uh, I think ever and not feeling too good about it.",-1,0.92,2,44
10001,2,1,9/25/2024 15:29,9/25/2024 20:07,277.5,66f4a5d25d81680280e88790,"So I just got my grade back for chemistry and I did way worse than I thought I was going to do. So I was gonna get like around maybe an 80 maybe seventies wasn't feeling too great leaving the exam, but I actually ended up getting probably the worst grade I've ever gotten out, I think ever and not feeling too good about it. Kind of questioning a little bit if it's, you know, worth it because the average was, I received the average on the test and considering the fact that a good amount of people are doing really bad in the class just makes me question kind of why the professors are really setting it up like this. I think it's really messed up and I hope to do better in the class. But, you know, it's a lot of effort for not a lot of pay off. So it's, it's a lot to be taking this class.","So I just got my grade back for chemistry and I did way worse than I thought I was going to do. I thought I was gonna get like around maybe an 80 maybe seventies wasn't feeling too great leaving the exam, but I actually ended up getting probably the worst grade I've ever gotten uh, I think ever and not feeling too good about it. Kind of questioning a little bit if it's, you know, worth it because the average was, I received the average on the test and considering the fact that a good amount of people are doing really bad in the class just makes me question kind of why the professors are really setting it up like this. I think it's really messed up and I hope to do better in the class. But, you know, it's a lot of effort for not a lot of pay off. So it's, it's a lot to be taking this class.",,"{'So I just got my grade back for chemistry and I did way worse than I thought I was going to do.': {'label': '-1', 'confidence': 0.85}, ""I thought I was gonna get like around maybe an 80 maybe seventies wasn't feeling too great leaving the exam, but I actually ended up getting probably the worst grade I've ever gotten uh, I think ever and not feeling too good about it."": {'label': '-1', 'confidence': 0.92}, ""Kind of questioning a little bit if it's, you know, worth it because the average was, I received the average on the test and considering the fact that a good amount of people are doing really bad in the class just makes me question kind of why the professors are really setting it up like this."": {'label': '0', 'confidence': 0.75}, ""I think it's really messed up and I hope to do better in the class."": {'label': '1', 'confidence': 0.8}, ""But, you know, it's a lot of effort for not a lot of pay off."": {'label': '-1', 'confidence': 0.7}, ""So it's, it's a lot to be taking this class."": {'label': '-1', 'confidence': 0.65}}","Kind of questioning a little bit if it's, you know, worth it because the average was, I received the average on the test and considering the fact that a good amount of people are doing really bad in the class just makes me question kind of why the professors are really setting it up like this.",0,0.75,2,56
10001,2,1,9/25/2024 15:29,9/25/2024 20:07,277.5,66f4a5d25d81680280e88790,"So I just got my grade back for chemistry and I did way worse than I thought I was going to do. So I was gonna get like around maybe an 80 maybe seventies wasn't feeling too great leaving the exam, but I actually ended up getting probably the worst grade I've ever gotten out, I think ever and not feeling too good about it. Kind of questioning a little bit if it's, you know, worth it because the average was, I received the average on the test and considering the fact that a good amount of people are doing really bad in the class just makes me question kind of why the professors are really setting it up like this. I think it's really messed up and I hope to do better in the class. But, you know, it's a lot of effort for not a lot of pay off. So it's, it's a lot to be taking this class.","So I just got my grade back for chemistry and I did way worse than I thought I was going to do. I thought I was gonna get like around maybe an 80 maybe seventies wasn't feeling too great leaving the exam, but I actually ended up getting probably the worst grade I've ever gotten uh, I think ever and not feeling too good about it. Kind of questioning a little bit if it's, you know, worth it because the average was, I received the average on the test and considering the fact that a good amount of people are doing really bad in the class just makes me question kind of why the professors are really setting it up like this. I think it's really messed up and I hope to do better in the class. But, you know, it's a lot of effort for not a lot of pay off. So it's, it's a lot to be taking this class.",,"{'So I just got my grade back for chemistry and I did way worse than I thought I was going to do.': {'label': '-1', 'confidence': 0.85}, ""I thought I was gonna get like around maybe an 80 maybe seventies wasn't feeling too great leaving the exam, but I actually ended up getting probably the worst grade I've ever gotten uh, I think ever and not feeling too good about it."": {'label': '-1', 'confidence': 0.92}, ""Kind of questioning a little bit if it's, you know, worth it because the average was, I received the average on the test and considering the fact that a good amount of people are doing really bad in the class just makes me question kind of why the professors are really setting it up like this."": {'label': '0', 'confidence': 0.75}, ""I think it's really messed up and I hope to do better in the class."": {'label': '1', 'confidence': 0.8}, ""But, you know, it's a lot of effort for not a lot of pay off."": {'label': '-1', 'confidence': 0.7}, ""So it's, it's a lot to be taking this class."": {'label': '-1', 'confidence': 0.65}}",I think it's really messed up and I hope to do better in the class.,1,0.8,2,15
10001,2,1,9/25/2024 15:29,9/25/2024 20:07,277.5,66f4a5d25d81680280e88790,"So I just got my grade back for chemistry and I did way worse than I thought I was going to do. So I was gonna get like around maybe an 80 maybe seventies wasn't feeling too great leaving the exam, but I actually ended up getting probably the worst grade I've ever gotten out, I think ever and not feeling too good about it. Kind of questioning a little bit if it's, you know, worth it because the average was, I received the average on the test and considering the fact that a good amount of people are doing really bad in the class just makes me question kind of why the professors are really setting it up like this. I think it's really messed up and I hope to do better in the class. But, you know, it's a lot of effort for not a lot of pay off. So it's, it's a lot to be taking this class.","So I just got my grade back for chemistry and I did way worse than I thought I was going to do. I thought I was gonna get like around maybe an 80 maybe seventies wasn't feeling too great leaving the exam, but I actually ended up getting probably the worst grade I've ever gotten uh, I think ever and not feeling too good about it. Kind of questioning a little bit if it's, you know, worth it because the average was, I received the average on the test and considering the fact that a good amount of people are doing really bad in the class just makes me question kind of why the professors are really setting it up like this. I think it's really messed up and I hope to do better in the class. But, you know, it's a lot of effort for not a lot of pay off. So it's, it's a lot to be taking this class.",,"{'So I just got my grade back for chemistry and I did way worse than I thought I was going to do.': {'label': '-1', 'confidence': 0.85}, ""I thought I was gonna get like around maybe an 80 maybe seventies wasn't feeling too great leaving the exam, but I actually ended up getting probably the worst grade I've ever gotten uh, I think ever and not feeling too good about it."": {'label': '-1', 'confidence': 0.92}, ""Kind of questioning a little bit if it's, you know, worth it because the average was, I received the average on the test and considering the fact that a good amount of people are doing really bad in the class just makes me question kind of why the professors are really setting it up like this."": {'label': '0', 'confidence': 0.75}, ""I think it's really messed up and I hope to do better in the class."": {'label': '1', 'confidence': 0.8}, ""But, you know, it's a lot of effort for not a lot of pay off."": {'label': '-1', 'confidence': 0.7}, ""So it's, it's a lot to be taking this class."": {'label': '-1', 'confidence': 0.65}}","But, you know, it's a lot of effort for not a lot of pay off.",-1,0.7,2,15
10001,2,1,9/25/2024 15:29,9/25/2024 20:07,277.5,66f4a5d25d81680280e88790,"So I just got my grade back for chemistry and I did way worse than I thought I was going to do. So I was gonna get like around maybe an 80 maybe seventies wasn't feeling too great leaving the exam, but I actually ended up getting probably the worst grade I've ever gotten out, I think ever and not feeling too good about it. Kind of questioning a little bit if it's, you know, worth it because the average was, I received the average on the test and considering the fact that a good amount of people are doing really bad in the class just makes me question kind of why the professors are really setting it up like this. I think it's really messed up and I hope to do better in the class. But, you know, it's a lot of effort for not a lot of pay off. So it's, it's a lot to be taking this class.","So I just got my grade back for chemistry and I did way worse than I thought I was going to do. I thought I was gonna get like around maybe an 80 maybe seventies wasn't feeling too great leaving the exam, but I actually ended up getting probably the worst grade I've ever gotten uh, I think ever and not feeling too good about it. Kind of questioning a little bit if it's, you know, worth it because the average was, I received the average on the test and considering the fact that a good amount of people are doing really bad in the class just makes me question kind of why the professors are really setting it up like this. I think it's really messed up and I hope to do better in the class. But, you know, it's a lot of effort for not a lot of pay off. So it's, it's a lot to be taking this class.",,"{'So I just got my grade back for chemistry and I did way worse than I thought I was going to do.': {'label': '-1', 'confidence': 0.85}, ""I thought I was gonna get like around maybe an 80 maybe seventies wasn't feeling too great leaving the exam, but I actually ended up getting probably the worst grade I've ever gotten uh, I think ever and not feeling too good about it."": {'label': '-1', 'confidence': 0.92}, ""Kind of questioning a little bit if it's, you know, worth it because the average was, I received the average on the test and considering the fact that a good amount of people are doing really bad in the class just makes me question kind of why the professors are really setting it up like this."": {'label': '0', 'confidence': 0.75}, ""I think it's really messed up and I hope to do better in the class."": {'label': '1', 'confidence': 0.8}, ""But, you know, it's a lot of effort for not a lot of pay off."": {'label': '-1', 'confidence': 0.7}, ""So it's, it's a lot to be taking this class."": {'label': '-1', 'confidence': 0.65}}","So it's, it's a lot to be taking this class.",-1,0.65,2,10
10001,2,2,9/25/2024 15:29,9/27/2024 17:30,2999.766667,66f723e666784fada36b04ec,"So I got my grade back today, the actual test back and I actually ended up doing better than what I was told. So that was really good. But also I was really upset about my first grade and I'm actually really mad that I was told I basically failed because I was honestly thinking I was not capable of doing this class and that this wasn't for me. But now knowing that I actually did better than I thought, um not happy with my grade, but way happier than with what I had before. So I'm feeling pretty good, but I'm really aggravated as one can imagine if they're told they basically fail an exam and then they actually didn't fail it. And, you know, I was like, really, really upset over that grade. So the fact that I didn't fail it is awesome. But I really hope other people that didn't happen to other people too because that was really, really aggravating and upsetting.","So I got my grade back today, the actual test back and I actually ended up doing better than what I was told. So that was really good. But also I was really upset about my first grade and I'm actually really mad that I was told I basically failed because I was honestly thinking I was not capable of doing this class and that this wasn't for me. But now knowing that I actually did better than I thought, um not happy with my grade, but way happier than with what I had before. So I'm feeling pretty good, but I'm really aggravated as one can imagine if they're told they basically fail an exam and then they actually didn't fail it. And, you know, I was like, really, really upset over that grade. So the fact that I didn't fail it is awesome. But I really hope other people that didn't happen to other people too because that was really, really aggravating and upsetting.",,"{'So I got my grade back today, the actual test back and I actually ended up doing better than what I was told.': {'label': '0', 'confidence': 0.85}, 'So that was really good.': {'label': '-1', 'confidence': 0.9}, ""But also I was really upset about my first grade and I'm actually really mad that I was told I basically failed because I was honestly thinking I was not capable of doing this class and that this wasn't for me."": {'label': '-1', 'confidence': 0.95}, 'But now knowing that I actually did better than I thought, um not happy with my grade, but way happier than with what I had before.': {'label': '-1', 'confidence': 0.85}, ""So I'm feeling pretty good,"": {'label': '-1', 'confidence': 0.9}, ""but I'm really aggravated as one can imagine if they're told they basically fail an exam and then they actually didn't fail it."": {'label': '-1', 'confidence': 0.92}, 'And, you know, I was like, really, really upset over that grade.': {'label': '-1', 'confidence': 0.93}, ""So the fact that I didn't fail it is awesome."": {'label': '-1', 'confidence': 0.88}, ""But I really hope other people that didn't happen to other people too because that was really, really aggravating and upsetting."": {'label': '-1', 'confidence': 0.9}}","So I got my grade back today, the actual test back and I actually ended up doing better than what I was told.",0,0.85,3,23
